first_fighter,second_fighter,result_1,result_2,date 
Brandon-Moreno,Kai Kara-France,,,2019-12-15
Jessica-Eye,Viviane-Araujo,,,2019-12-15
Punahele-Soriano,Oskar-Piechota,,,2019-12-15
Frankie-Edgar,Chan Sung-Jung,,,2019-12-21
Volkan-Oezdemir,Aleksandar-Rakic,,,2019-12-21
Dooho-Choi,Charles-Jourdain,,,2019-12-21
Da-un-Jung,Mike-Rodriguez,,,2019-12-21
Jun Yong-Park,Marc-Andre-Barriault,,,2019-12-21
Kyung Ho-Kang,Pingyuan-Liu,,,2019-12-21
Ciryl-Gane,Tanner-Boser,,,2019-12-21
Seungwoo-Choi,Suman-Mokhtarian,,,2019-12-21
Dong Hyun-Ma,Omar-Morales,,,2019-12-21
Alexandre-Pantoja,Matt-Schnell,,,2019-12-21
Raoni-Barcelos,Said-Nurmagomedov,,,2019-12-21
Miranda-Granger,Amanda-Lemos,,Win,2019-12-21
Alatengheili,Ryan-Benoit,,,2019-12-21
Conor-McGregor,Donald-Cerrone,,,2020-01-19
Holly-Holm,Raquel-Pennington,,,2020-01-19
Aleksei-Oleinik,Maurice-Greene,,,2020-01-19
Brian-Kelleher,Ode'-Osbourne,,,2020-01-19
Anthony-Pettis,Diego-Ferreira,,,2020-01-19
Roxanne-Modafferi,Maycee-Barber,,,2020-01-19
Andre-Fili,Sodiq-Yusuff,,,2020-01-19
Tim-Elliott,Askar-Askarov,,,2020-01-19
Drew-Dober,Nasrat-Haqparast,,,2020-01-19
Aleksa-Camur,Justin-Ledet,,,2020-01-19
Sabina-Mazo,JJ-Aldrich,,,2020-01-19
Curtis-Blaydes,Junior-Dos Santos,,,2020-01-26
Rafael-Dos Anjos,Michael-Chiesa,,,2020-01-26
Jordan-Espinosa,Alex-Perez,,,2020-01-26
Hannah-Cifers,Angela-Hill,,,2020-01-26
Jamahal-Hill,Darko-Stosic,,,2020-01-26
Bevon-Lewis,Dequan-Townsend,,,2020-01-26
Arnold-Allen,Nik-Lentz,,,2020-01-26
Justine-Kish,Lucie-Pudilova,,,2020-01-26
Montel-Jackson,Felipe-Colares,,,2020-01-26
Sara-McMann,Lina-Lansberg,,,2020-01-26
Brett-Johns,Tony-Gravely,,,2020-01-26
Herbert-Burns,Nate-Landwehr,,,2020-01-26
Jon-Jones,Dominick-Reyes,Win,Loss,2020-02-09
Valentina-Shevchenko,Katlyn-Chookagian,Win,Loss,2020-02-09
Juan-Adams,Justin-Tafa,Loss,Win,2020-02-09
Mirsad-Bektic,Dan-Ige,Loss,Win,2020-02-09
Derrick-Lewis,Ilir-Latifi,Win,Loss,2020-02-09
Trevin-Giles,James-Krause,Win,Loss,2020-02-09
Lauren-Murphy,Andrea-Lee,Win,Loss,2020-02-09
Alex-Morono,Khaos-Williams,Loss,Win,2020-02-09
Miles-Johns,Mario-Bautista,Loss,Win,2020-02-09
Domingo-Pilarte,Journey-Newson,Loss,Win,2020-02-09
Andre-Ewell,Jonathan-Martinez,Win,Loss,2020-02-09
Austin-Lingo,Youssef-Zalal,Loss,Win,2020-02-09
Corey-Anderson,Jan-Blachowicz,,Win,2020-02-16
Diego-Sanchez,Michel-Pereira Lima,Win,Loss,2020-02-16
Montana-De La Rosa,Mara-Romero Borella,,,2020-02-16
Brok-Weaver,Kazula-Vargas,Win,Loss,2020-02-16
Rogerio-Bontorin,Ray-Borg,,,2020-02-16
Lando-Vannata,Yancy-Medeiros,,,2020-02-16
Tim-Means,Daniel-Rodriguez,,,2020-02-16
John-Dodson,Nathaniel-Wood,,,2020-02-16
Jim-Miller,Scott-Holtzman,,,2020-02-16
Devin-Clark,Dequan-Townsend,,,2020-02-16
Casey-Kenney,Merab-Dvalishvili,,,2020-02-16
Macy-Chiasson,Shanna-Young,,,2020-02-16
Mark-De La Rosa,Raulian-Paiva,,,2020-02-16
Paul-Felder,Dan-Hooker,,,2020-02-23
Jim-Crute,Michal-Oleksiejczuk,,,2020-02-23
Karolina-Kowalkiewicz,Yan-Xiaonan,,,2020-02-23
Ben-Sosoli,Marcos Rogerio-De Lima,,,2020-02-23
Brad-Riddell,Magomed-Mustafaev,,,2020-02-23
Kevin-Aguilar,Zubaira-Tukhugov,,,2020-02-23
Jalin-Turner,Josh-Culibao,,,2020-02-23
Jake-Matthews,Emil-Meek,,,2020-02-23
Callan-Potter,Song-Kenan,,,2020-02-23
Kai Kara-France,Tyson-Nam,,,2020-02-23
Loma-Lookboonmee,Angela-Hill,,,2020-02-23
Priscila-Cachoeira,Shana-Dobson,,,2020-02-23
Joseph-Benavidez,Deiveson-Figueiredo,,,2020-03-01
Felicia-Spencer,Zarah-Fairn,,,2020-03-01
Ion-Cutelaba,Magomed-Ankalaev,,,2020-03-01
Megan-Anderson,Norma-Dumont,,,2020-03-01
Grant-Dawson,Darrick-Minner,,,2020-03-01
Gabriel-Silva,Kyler-Phillips,,,2020-03-01
Brendan-Allen,Tom-Breese,,,2020-03-01
Marcin-Tybura,Serghei-Spivac,,,2020-03-01
Luis-Pena,Steve-Garcia,,,2020-03-01
Jordan-Griffin,TJ-Brown,,,2020-03-01
Aalon-Cruz,Spike-Carlyle,,,2020-03-01
Sean-Brady,Ismail-Naurdiev,,,2020-03-01
Israel-Adesanya,Yoel-Romero,Win,,2020-03-08
Zhang-Weili,Joanna-Jedrzejczyk,,,2020-03-08
Beneil-Dariush,Drakkar-Klose,,,2020-03-08
Neil-Magny,Li-Jingliang,,,2020-03-08
Alex-Oliveira,Max-Griffin,,,2020-03-08
Sean-O'Malley,Jose-Quinonez,,,2020-03-08
Mark-Madsen,Austin-Hubbard,,,2020-03-08
Rodolfo-Vieira,Saparbeg-Safarov,,,2020-03-08
Gerald-Meerschaert,Deron-Winn,,,2020-03-08
Giga-Chikadze,Jamall-Emmers,,,2020-03-08
Danaa-Batgerel,Guido-Cannetti,,,2020-03-08
Kevin-Lee,Charles-Oliveira,Loss,Win,2020-03-15
Demian-Maia,Gilbert-Burns,Loss,Win,2020-03-15
Renato-Moicano,Damir-Hadzovic,Win,Loss,2020-03-15
Johnny-Walker,Nikita-Krylov,Loss,Win,2020-03-15
Francisco-Trinaldo,John-Makdessi,Win,Loss,2020-03-15
Jussier-Formiga,Brandon-Moreno,Loss,Win,2020-03-15
Amanda-Ribas,Randa-Markos,Win,Loss,2020-03-15
Elizeu-dos Santos,Aleksei-Kunchenko,Win,Loss,2020-03-15
Rani-Yahya,Enrique-Barzola,Draw,Draw,2020-03-15
Mayra Bueno-Silva,Maryna-Moroz,Loss,Win,2020-03-15
Bruno-Silva,David-Dvorak,Loss,Win,2020-03-15
Veronica-Macedo,Bea-Malecki,Loss,Win,2020-03-15
Tony-Ferguson,Justin-Gaethje,Loss,Win,2020-05-10
Henry-Cejudo,Dominick-Cruz,Win,Loss,2020-05-10
Francis-Ngannou,Jairzinho-Rozenstruik,Win,Loss,2020-05-10
Jeremy-Stephens,Calvin-Kattar,Loss,Win,2020-05-10
Greg-Hardy,Yorgan-De Castro,Win,Loss,2020-05-10
Anthony-Pettis,Donald-Cerrone,Win,Loss,2020-05-10
Aleksei-Oleinik,Fabricio-Werdum,Win,Loss,2020-05-10
Carla-Esparza,Michelle-Waterson,Win,Loss,2020-05-10
Vicente-Luque,Niko-Price,Win,Loss,2020-05-10
Bryce-Mitchell,Charles-Rosa,Win,Loss,2020-05-10
Ryan-Spann,Sam-Alvey,Win,Loss,2020-05-10
Anthony-Smith,Glover-Teixeira,,,2020-05-14
Ben-Rothwell,Ovince-Saint Preux,,,2020-05-14
Alexander-Hernandez,Drew-Dober,,,2020-05-14
Ricky-Simon,Ray-Borg,,,2020-05-14
Andrei-Arlovski,Philipe-Lins,,,2020-05-14
Michael-Johnson,Thiago-Moises,,,2020-05-14
Sijara-Eubanks,Sarah-Moras,,,2020-05-14
Gabriel-Benitez,Omar-Morales,,,2020-05-14
Hunter-Azure,Brian-Kelleher,,,2020-05-14
Chase-Sherman,Isaac-Villanueva,,,2020-05-14
Alistair-Overeem,Walt-Harris,,,2020-05-17
Claudia-Gadelha,Angela-Hill,Win,Loss,2020-05-17
Dan-Ige,Edson-Barboza,Win,Loss,2020-05-17
Eryk-Anders,Krzysztof-Jotko,Loss,Win,2020-05-17
Song-Yadong,Marlon-Vera,Win,Loss,2020-05-17
Matt-Brown,Miguel-Baeza,Loss,Win,2020-05-17
Anthony-Hernandez,Kevin-Holland,Loss,Win,2020-05-17
Giga-Chikadze,Irwin-Rivera,Win,Loss,2020-05-17
Darren-Elkins,Nate-Landwehr,Loss,Win,2020-05-17
Cortney-Casey,Mara-Romero Borella,Win,Loss,2020-05-17
Rodrigo-Nascimento Ferreira,Don'Tale-Mayes,Win,Loss,2020-05-17
Tyron-Woodley,Gilbert-Burns,Loss,Win,2020-05-31
Blagoy-Ivanov,Augusto-Sakai,Loss,Win,2020-05-31
Billy-Quarantillo,Spike-Carlyle,Win,Loss,2020-05-31
Roosevelt-Roberts,Brok-Weaver,Win,Loss,2020-05-31
Mackenzie-Dern,Hannah-Cifers,Win,Loss,2020-05-31
Katlyn-Chookagian,Antonina-Shevchenko,Win,Loss,2020-05-31
Daniel-Rodriguez,Gabriel-Green,Win,Loss,2020-05-31
Jamahal-Hill,Klidson-Abreu,Win,Loss,2020-05-31
Tim-Elliott,Brandon-Royval,Loss,Win,2020-05-31
Louis-Smolka,Casey-Kenney,Loss,Win,2020-05-31
Chris-Gutierrez,Vince-Morales,Win,Loss,2020-05-31
Amanda-Nunes,Felicia-Spencer,Win,Loss,2020-06-07
Raphael-Assuncao,Cody-Garbrandt,Loss,Win,2020-06-07
Aljamain-Sterling,Cory-Sandhagen,Win,Loss,2020-06-07
Neil-Magny,Anthony Rocco-Martin,Win,Loss,2020-06-07
Eddie-Wineland,Sean-O'Malley,Loss,Win,2020-06-07
Alex-Caceres,Chase-Hooper,Win,Loss,2020-06-07
Ian-Heinisch,Gerald-Meerschaert,Win,Loss,2020-06-07
Cody-Stamann,Brian-Kelleher,Win,Loss,2020-06-07
Charles-Byrd,Maki-Pitolo,Loss,Win,2020-06-07
Jussier-Formiga,Alex-Perez,Loss,Win,2020-06-07
Alonzo-Menifield,Devin-Clark,Loss,Win,2020-06-07
Evan-Dunham,Herbert-Burns,Loss,Win,2020-06-07
Jessica-Eye,Cynthia-Calvillo,,,2020-06-14
Karl-Roberson,Marvin-Vettori,,,2020-06-14
Charles-Rosa,Kevin-Aguilar,,,2020-06-14
Andre-Fili,Charles-Jourdain,,,2020-06-14
Jordan-Espinosa,Mark-De La Rosa,,,2020-06-14
Mariya-Agapova,Hannah-Cifers,,,2020-06-14
Merab-Dvalishvili,Gustavo-Lopez,,,2020-06-14
Julia-Avila,Gina-Mazany,,,2020-06-14
Tyson-Nam,Zarrukh-Adashev,,,2020-06-14
Anthony-Ivy,Christian-Aguilera,,,2020-06-14
Curtis-Blaydes,Alexander-Volkov,,,2020-06-21
Josh-Emmett,Shane-Burgos,,,2020-06-21
Raquel-Pennington,Marion-Reneau,,,2020-06-21
Belal-Muhammad,Lyman-Good,,,2020-06-21
Jim-Miller,Roosevelt-Roberts,,,2020-06-21
Clay-Guida,Bobby-Green,,,2020-06-21
Tecia-Torres,Brianna-Van Buren,Win,Loss,2020-06-21
Marc-Andre-Barriault,Oskar-Piechota,,,2020-06-21
Cortney-Casey,Gillian-Robertson,,,2020-06-21
Frank-Camacho,Justin-Jaynes,,,2020-06-21
Roxanne-Modafferi,Lauren-Murphy,,,2020-06-21
Austin-Hubbard,Max-Rohskopf,,,2020-06-21
Dustin-Poirier,Dan-Hooker,Win,Loss,2020-06-28
Mike-Perry,Mickey-Gall,Win,Loss,2020-06-28
Gian-Villante,Maurice-Greene,Loss,Win,2020-06-28
Brendan-Allen,Kyle-Daukaus,Win,Loss,2020-06-28
Takashi-Sato,Jason-Witt,Win,Loss,2020-06-28
Sean-Woodson,Julian-Erosa,Loss,Win,2020-06-28
Luis-Pena,Khama-Worthy,Loss,Win,2020-06-28
Philipe-Lins,Tanner-Boser,Loss,Win,2020-06-28
Kay-Hansen,Jinh Yu-Frey,Win,Loss,2020-06-28
Jordan-Griffin,Youssef-Zalal,Loss,Win,2020-06-28
Kamaru-Usman,Jorge-Masvidal,Win,Loss,2020-07-12
Alexander-Volkanovski,Max-Holloway,Win,Loss,2020-07-12
Petr-Yan,Jose-Aldo,Win,Loss,2020-07-12
Jessica-Andrade,Rose-Namajunas,Loss,Win,2020-07-12
Amanda-Ribas,Paige-VanZant,Win,Loss,2020-07-12
Volkan-Oezdemir,Jiri-Prochazka,Loss,Win,2020-07-12
Elizeu-dos Santos,Muslim-Salikhov,Loss,Win,2020-07-12
Makwan-Amirkhani,Danny-Henry,Win,Loss,2020-07-12
Leonardo-Santos,Roman-Bogatov,Win,Loss,2020-07-12
Marcin-Tybura,Maxim-Grishin,Win,Loss,2020-07-12
Raulian-Paiva,Zhalgas-Zhumagulov,Win,Loss,2020-07-12
Karol-Rosa,Vanessa-Melo,Win,Loss,2020-07-12
Martin-Day,Davey-Grant,Loss,Win,2020-07-12
Calvin-Kattar,Dan-Ige,Win,Loss,2020-07-16
Tim-Elliott,Ryan-Benoit,Win,Loss,2020-07-16
Jimmie-Rivera,Cody-Stamann,Win,Loss,2020-07-16
Molly-McCann,Taila-Santos,Loss,Win,2020-07-16
Abdul Razak-Alhassan,Mounir-Lazzez,Loss,Win,2020-07-16
John-Phillips,Khamzat-Chimaev,Loss,Win,2020-07-16
Ricardo-Ramos,Lerone-Murphy,Loss,Win,2020-07-16
Modestas-Bukauskas,Andreas-Michailidis,Win,Loss,2020-07-16
Jared-Gordon,Chris-Fishgold,Win,Loss,2020-07-16
Diana-Belbita,Liana-Jojua,Loss,Win,2020-07-16
Jack-Shore,Aaron-Phillips,Win,Loss,2020-07-16
Deiveson-Figueiredo,Joseph-Benavidez,Win,Loss,2020-07-19
Jack-Hermansson,Kelvin-Gastelum,Win,Loss,2020-07-19
Marc-Diakiese,Rafael-Fiziev,Loss,Win,2020-07-19
Ariane-Lipski,Luana-Carolina,Win,Loss,2020-07-19
Alexandre-Pantoja,Askar-Askarov,Loss,Win,2020-07-19
Roman-Dolidze,Khadis-Ibragimov,Win,Loss,2020-07-19
Grant-Dawson,Nad-Narimani,Win,Loss,2020-07-19
Joe-Duffy,Joel-Alvarez,Loss,Win,2020-07-19
Brett-Johns,Montel-Jackson,Win,Loss,2020-07-19
Malcolm-Gordon,Amir-Albazi,Loss,Win,2020-07-19
Davi-Ramos,Arman-Tsarukyan,Loss,Win,2020-07-19
Carlos-Felipe,Serghei-Spivac,Loss,Win,2020-07-19
Robert-Whittaker,Darren-Till,Win,Loss,2020-07-26
Mauricio-Rua,Antonio Rogerio-Nogueira,Win,Loss,2020-07-26
Fabricio-Werdum,Alexander-Gustafsson,Win,Loss,2020-07-26
Carla-Esparza,Marina-Rodriguez,Win,Loss,2020-07-26
Paul-Craig,Gadzhimurad-Antigulov,Win,Loss,2020-07-26
Alex-Oliveira,Peter-Sobotta,Win,Loss,2020-07-26
Khamzat-Chimaev,Rhys-McKee,Win,Loss,2020-07-26
Francisco-Trinaldo,Jai-Herbert,Win,Loss,2020-07-26
Nicolas-Dalby,Jesse-Ronson,Loss,Win,2020-07-26
Tom-Aspinall,Jake-Collier,Win,Loss,2020-07-26
Movsar-Evloev,Mike-Grundy,Win,Loss,2020-07-26
Tanner-Boser,Raphael-Pessoa Nunes,Win,Loss,2020-07-26
Bethe-Correia,Pannie-Kianzad,Loss,Win,2020-07-26
Ramazan-Emeev,Niklas-Stolze,Win,Loss,2020-07-26
Nathaniel-Wood,John-Castaneda,Win,Loss,2020-07-26
Derek-Brunson,Edmen-Shahbazyan,Win,Loss,2020-08-02
Joanne-Calderwood,Jennifer-Maia,Loss,Win,2020-08-02
Vicente-Luque,Randy-Brown,Win,Loss,2020-08-02
Lando-Vannata,Bobby-Green,Loss,Win,2020-08-02
Kevin-Holland,Trevin-Giles,,,2020-08-02
Frankie-Saenz,Jonathan-Martinez,Loss,Win,2020-08-02
Johnny-Munoz,Nate-Maness,Loss,Win,2020-08-02
Jamall-Emmers,Vince-Cachero,Win,Loss,2020-08-02
Chris-Gutierrez,Cody-Durden,,,2020-08-02
Derrick-Lewis,Aleksei-Oleinik,Win,Loss,2020-08-09
Omari-Akhmedov,Chris-Weidman,Loss,Win,2020-08-09
Maki-Pitolo,Darren-Stewart,Loss,Win,2020-08-09
Yana-Kunitskaya,Julija-Stoliarenko,Win,Loss,2020-08-09
Beneil-Dariush,Scott-Holtzman,Win,Loss,2020-08-09
Tim-Means,Laureano-Staropoli,Win,Loss,2020-08-09
Kevin-Holland,Joaquin-Buckley,Win,Loss,2020-08-09
Nasrat-Haqparast,Alexander-Munoz,Win,Loss,2020-08-09
Andrew-Sanchez,Wellington-Turman,Win,Loss,2020-08-09
Gavin-Tucker,Justin-Jaynes,Win,Loss,2020-08-09
Youssef-Zalal,Peter-Barrett,Win,Loss,2020-08-09
Irwin-Rivera,Ali-Al-Qaisi,Win,Loss,2020-08-09
Stipe-Miocic,Daniel-Cormier,Win,Loss,2020-08-16
Sean-O'Malley,Marlon-Vera,Loss,Win,2020-08-16
Junior-Dos Santos,Jairzinho-Rozenstruik,Loss,Win,2020-08-16
Herbert-Burns,Daniel-Pineda,Loss,Win,2020-08-16
John-Dodson,Merab-Dvalishvili,Loss,Win,2020-08-16
Jim-Miller,Vinc-Pichel,Loss,Win,2020-08-16
Felice-Herrig,Virna-Jandiroba,Loss,Win,2020-08-16
TJ-Brown,Danny-Chavez,Loss,Win,2020-08-16
Ashley-Yoder,Livinha-Souza,Loss,Win,2020-08-16
Chris-Daukaus,Parker-Porter,Win,Loss,2020-08-16
Kai-Kamaka,Tony-Kelley,Win,Loss,2020-08-16
Pedro-Munhoz,Frankie-Edgar,Loss,Win,2020-08-23
Marcin-Prachnio,Mike-Rodriguez,Loss,Win,2020-08-23
Austin-Hubbard,Joe-Solecki,Loss,Win,2020-08-23
Mariya-Agapova,Shana-Dobson,Loss,Win,2020-08-23
Daniel-Rodriguez,Dwight-Grant,Win,Loss,2020-08-23
Amanda-Lemos,Mizuki-Inoue,Win,Loss,2020-08-23
Isaac-Villanueva,Jordan-Wright,Loss,Win,2020-08-23
Carlton-Minus,Matthew-Semelsberger,Loss,Win,2020-08-23
Timur-Valiev,Trevin-Jones,Loss,Win,2020-08-23
Anthony-Smith,Aleksandar-Rakic,Loss,Win,2020-08-30
Robbie-Lawler,Neil-Magny,Loss,Win,2020-08-30
Ji Yeon-Kim,Alexa-Grasso,Loss,Win,2020-08-30
Ricardo-Lamas,Bill-Algeo,Win,Loss,2020-08-30
Maki-Pitolo,Impa-Kasanganay,Loss,Win,2020-08-30
Alessio-Di Chirico,Zak-Cummings,Loss,Win,2020-08-30
Alex-Caceres,Austin-Springer,Win,Loss,2020-08-30
Sean-Brady,Christian-Aguilera,Win,Loss,2020-08-30
Polyana-Viana,Emily-Whitmire,Win,Loss,2020-08-30
Mallory-Martin,Hannah-Cifers,Win,Loss,2020-08-30
Alistair-Overeem,Augusto-Sakai,Win,Loss,2020-09-06
Ovince-Saint Preux,Alonzo-Menifield,,,2020-09-06
Michel-Pereira Lima,Zelim-Imadaev,Win,Loss,2020-09-06
Andre-Muniz,Bartosz-Fabinski,Win,Loss,2020-09-06
Brian-Kelleher,Ray-Rodriguez,Win,Loss,2020-09-06
Viviane-Araujo,Montana-De La Rosa,Win,Loss,2020-09-06
Cole-Smith,Hunter-Azure,Loss,Win,2020-09-06
Michelle-Waterson,Angela-Hill,Win,Loss,2020-09-13
Ottman-Azaitar,Khama-Worthy,Win,Loss,2020-09-13
Roxanne-Modafferi,Andrea-Lee,Win,Loss,2020-09-13
Ed-Herman,Mike-Rodriguez,Win,Loss,2020-09-13
Bobby-Green,Alan-Patrick,Win,Loss,2020-09-13
Billy-Quarantillo,Kyle-Nelson,Win,Loss,2020-09-13
Julia-Avila,Sijara-Eubanks,Loss,Win,2020-09-13
Roosevelt-Roberts,Kevin-Croom,Loss,Win,2020-09-13
Alexandr-Romanov,Roque-Martinez,Win,Loss,2020-09-13
Brok-Weaver,Jalin-Turner,Loss,Win,2020-09-13
Bryan-Barberena,Anthony-Ivy,Win,Loss,2020-09-13
Sabina-Mazo,Justine-Kish,Win,Loss,2020-09-13
Colby-Covington,Tyron-Woodley,Win,Loss,2020-09-20
Donald-Cerrone,Niko-Price,,,2020-09-20
Khamzat-Chimaev,Gerald-Meerschaert,Win,Loss,2020-09-20
Johnny-Walker,Ryan-Spann,Win,Loss,2020-09-20
Mackenzie-Dern,Randa-Markos,Win,Loss,2020-09-20
Kevin-Holland,Darren-Stewart,Win,Loss,2020-09-20
Jordan-Espinosa,David-Dvorak,Loss,Win,2020-09-20
Mirsad-Bektic,Damon-Jackson,Loss,Win,2020-09-20
Mayra Bueno-Silva,Mara-Romero Borella,Win,Loss,2020-09-20
Jessica-Rose-Clark,Sarah-Alpar,Win,Loss,2020-09-20
Darrick-Minner,TJ-Laramie,Win,Loss,2020-09-20
Journey-Newson,Randy-Costa,Loss,Win,2020-09-20
Andre-Ewell,Irwin-Rivera,Win,Loss,2020-09-20
Tyson-Nam,Jerome-Rivera,Win,Loss,2020-09-20
Israel-Adesanya,Paulo-Costa,Win,Loss,2020-09-27
Dominick-Reyes,Jan-Blachowicz,Loss,Win,2020-09-27
Kai Kara-France,Brandon-Royval,Loss,Win,2020-09-27
Ketlen-Vieira,Sijara-Eubanks,Win,Loss,2020-09-27
Hakeem-Dawodu,Zubaira-Tukhugov,Win,Loss,2020-09-27
Brad-Riddell,Alex-da Silva,Win,Loss,2020-09-27
Diego-Sanchez,Jake-Matthews,Loss,Win,2020-09-27
Shane-Young,Ludovit-Klein,Loss,Win,2020-09-27
William-Knight,Aleksa-Camur,Win,Loss,2020-09-27
Juan-Espino,Jeff-Hughes,Win,Loss,2020-09-27
Khadis-Ibragimov,Danilo-Marques,Loss,Win,2020-09-27
Holly-Holm,Irene-Aldana,Win,Loss,2020-10-04
Yorgan-De Castro,Carlos-Felipe,Loss,Win,2020-10-04
Germaine-de Randamie,Julianna-Peña,Win,Loss,2020-10-04
Dequan-Townsend,Dusko-Todorovic,Loss,Win,2020-10-04
Kyler-Phillips,Cameron-Else,Win,Loss,2020-10-04
Carlos-Condit,Court-McGee,Win,Loss,2020-10-04
Charles-Jourdain,Josh-Culibao,Draw,Draw,2020-10-04
Jordan-Williams,Nassourdine-Imavov,Loss,Win,2020-10-04
Loma-Lookboonmee,Jinh Yu-Frey,Win,Loss,2020-10-04
Casey-Kenney,Alatengheili,Win,Loss,2020-10-04
Luigi-Vendramini,Jessin-Ayari,Win,Loss,2020-10-04
Marlon-Moraes,Cory-Sandhagen,Loss,Win,2020-10-11
Edson-Barboza,Makwan-Amirkhani,Win,Loss,2020-10-11
Ben-Rothwell,Marcin-Tybura,Loss,Win,2020-10-11
Markus-Perez,Dricus-Du Plessis,Loss,Win,2020-10-11
Tom-Aspinall,Alan-Baudot,Win,Loss,2020-10-11
Youssef-Zalal,Ilia-Topuria,Loss,Win,2020-10-11
Tom-Breese,KB-Bhullar,Win,Loss,2020-10-11
Chris-Daukaus,Rodrigo-Nascimento Ferreira,Win,Loss,2020-10-11
Impa-Kasanganay,Joaquin-Buckley,Loss,Win,2020-10-11
Ali-Al-Qaisi,Tony-Kelley,Loss,Win,2020-10-11
Giga-Chikadze,Omar-Morales,Win,Loss,2020-10-11
Tracy-Cortez,Stephanie-Egger,Win,Loss,2020-10-11
Bruno-Silva,Tagir-Ulanbekov,Loss,Win,2020-10-11
Brian-Ortega,Chan Sung-Jung,Win,Loss,2020-10-18
Katlyn-Chookagian,Jessica-Andrade,Loss,Win,2020-10-18
Jim-Crute,Modestas-Bukauskas,Win,Loss,2020-10-18
Claudio-Silva,James-Krause,Loss,Win,2020-10-18
Thomas-Almeida,Jonathan-Martinez,Loss,Win,2020-10-18
Mateusz-Gamrot,Guram-Kutateladze,Loss,Win,2020-10-18
Gillian-Robertson,Poliana-Botelho,Win,Loss,2020-10-18
Jun Yong-Park,John-Phillips,Win,Loss,2020-10-18
Jamie-Mullarkey,Fares-Ziam,Loss,Win,2020-10-18
Gadzhimurad-Antigulov,Maxim-Grishin,Loss,Win,2020-10-18
Said-Nurmagomedov,Mark-Striegl,Win,Loss,2020-10-18
Khabib-Nurmagomedov,Justin-Gaethje,Win,Loss,2020-10-24
Robert-Whittaker,Jared-Cannonier,Win,Loss,2020-10-24
Alexander-Volkov,Walt-Harris,Win,Loss,2020-10-24
Jacob-Malkoun,Phil-Hawes,Loss,Win,2020-10-24
Lauren-Murphy,Liliya-Shakirova,Win,Loss,2020-10-24
Magomed-Ankalaev,Ion-Cutelaba,Win,Loss,2020-10-24
Stefan-Struve,Tai-Tuivasa,Loss,Win,2020-10-24
Nathaniel-Wood,Casey-Kenney,Loss,Win,2020-10-24
Alex-Oliveira,Shavkat-Rakhmonov,Loss,Win,2020-10-24
Da-un-Jung,Sam-Alvey,,,2020-10-24
Liana-Jojua,Miranda-Maverick,Loss,Win,2020-10-24
Joel-Alvarez,Alexander-Yakovlev,Win,Loss,2020-10-24
Uriah-Hall,Anderson-Silva,Win,Loss,2020-11-01
Bryce-Mitchell,Andre-Fili,Win,Loss,2020-11-01
Maurice-Greene,Greg-Hardy,Loss,Win,2020-11-01
Kevin-Holland,Charlie-Ontiveros,Win,Loss,2020-11-01
Bobby-Green,Thiago-Moises,Loss,Win,2020-11-01
Chris-Gruetzemacher,Alexander-Hernandez,Loss,Win,2020-11-01
Adrian-Yanez,Victor-Rodriguez,Win,Loss,2020-11-01
Sean-Strickland,Jack-Marshman,Win,Loss,2020-11-01
Cole-Williams,Jason-Witt,Loss,Win,2020-11-01
Dustin-Jacoby,Justin-Ledet,Win,Loss,2020-11-01
Miles-Johns,Kevin-Natividad,Win,Loss,2020-11-01
Thiago-Santos,Glover-Teixeira,Loss,Win,2020-11-08
Andrei-Arlovski,Tanner-Boser,Win,Loss,2020-11-08
Raoni-Barcelos,Khalid-Taha,Win,Loss,2020-11-08
Giga-Chikadze,Jamey-Simmons,Win,Loss,2020-11-08
Claudia-Gadelha,Yan-Xiaonan,Loss,Win,2020-11-08
Trevin-Giles,Bevon-Lewis,Win,Loss,2020-11-08
Alexandr-Romanov,Marcos Rogerio-De Lima,Win,Loss,2020-11-08
Darren-Elkins,Eduardo-Garagorri,Win,Loss,2020-11-08
Max-Griffin,Ramiz-Brahimaj,Win,Loss,2020-11-08
Gustavo-Lopez,Anthony-Birchak,Win,Loss,2020-11-08
Paul-Felder,Rafael-Dos Anjos,Loss,Win,2020-11-15
Abdul Razak-Alhassan,Khaos-Williams,Loss,Win,2020-11-15
Ashley-Yoder,Miranda-Granger,Win,Loss,2020-11-15
Brendan-Allen,Sean-Strickland,Loss,Win,2020-11-15
Kay-Hansen,Cory-McKenna,Loss,Win,2020-11-15
Randa-Markos,Kanako-Murata,Loss,Win,2020-11-15
Geraldo-de Freitas Jr.,Tony-Gravely,Loss,Win,2020-11-15
Alex-Morono,Rhys-McKee,Win,Loss,2020-11-15
Don'Tale-Mayes,Roque-Martinez,Win,Loss,2020-11-15
Deiveson-Figueiredo,Alex-Perez,Win,Loss,2020-11-22
Valentina-Shevchenko,Jennifer-Maia,Win,Loss,2020-11-22
Mike-Perry,Tim-Means,Loss,Win,2020-11-22
Katlyn-Chookagian,Cynthia-Calvillo,Win,Loss,2020-11-22
Mauricio-Rua,Paul-Craig,Loss,Win,2020-11-22
Brandon-Moreno,Brandon-Royval,Win,Loss,2020-11-22
Joaquin-Buckley,Jordan-Wright,Win,Loss,2020-11-22
Antonina-Shevchenko,Ariane-Lipski,Win,Loss,2020-11-22
